CJIS_SPN,CJIS_CASE_NUMBER,CASE_DEFENDANT_ID,CHARGE_ID,OLD_STATUS,OLD_LOCATION,OLD_BOND_AMT
252701,2026CF794A3,893260,1241612,D,RLSDNI,
252701,2026CF794A2,893260,1241613,D,RLSDTS,
252701,2024CF3208A2,873122,1211969,D,RLSDPB,
252701,2024CF3208A1,873122,1211970,D,RLSDPB,
265718,2021HH687A1,829517,1144040,D,OTJA,
275194,2026CF1321A1,895176,1245143,D,RLSDPB,
275194,2025CF193A1,875477,1215716,D,RLSDPB,
